,Address,Latitude,Longitude,X,Y,Distance from center
111,"Chùa Giác Huệ, Đường Số 2, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, 756604",10.753880236581994,106.7298497055129,689157.385186285,1189299.0003936114,4419.27595879682
112,"Tân Thuận, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, 756604",10.75384962280206,106.73533497871281,689757.385186285,1189299.0003936114,4956.813492557447
113,"tòa nhà FPT Tân Thuận 2, đường nội bộ FPT Tân Thuận 2, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, 756604",10.753818912216655,106.74082023534899,690357.385186285,1189299.0003936114,5507.267925205705
114,"239, Đường Xóm Đất, Phường 8, Quận 11, Thành phố Hồ Chí Minh, 750510",10.75903989940537,106.6448513529073,679857.385186285,1189818.6156358821,5620.498198558504
115,"Hẻm 115/7 Lò Siêu, Phường 8, Quận 11, Thành phố Hồ Chí Minh, 750510",10.759010773275714,106.650336960978,680457.385186285,1189818.6156358821,5046.781152378156
116,"Đường Đỗ Ngọc Thạnh, Phường 4, Quận 11, Thành phố Hồ Chí Minh, 848",10.758981550276355,106.6558225532943,681057.385186285,1189818.6156358821,4479.955356920355
117,"Coop Mart Lý Thường Kiệt, Đường Lý Thường Kiệt, Phường 12, Quận 5, Thành phố Hồ Chí Minh, 72000",10.758952230408624,106.66130812980391,681657.385186285,1189818.6156358821,3923.009049186528
118,"Trường PT Năng Khiếu, 153, Nguyễn Chí Thanh, Phường 3, Quận 10, Thành phố Hồ Chí Minh, 72000",10.758922813673836,106.66679369045453,682257.385186285,1189818.6156358821,3380.8283008753024
119,"Phường 9, Quận 5, Thành phố Hồ Chí Minh",10.75889330007333,106.67227923519386,682857.385186285,1189818.6156358821,2861.81760425073
120,"LienVietPost, Lê Hồng Phong, Phường 3, Quận 5, Thành phố Hồ Chí Minh, 008408",10.758863689608434,106.67776476396956,683457.385186285,1189818.6156358821,2381.1761799580026
121,"Trường mầm non Vàng Anh, 1, Đường Nguyễn Trãi, Phường 3, Quận 5, Thành phố Hồ Chí Minh, 710400",10.758833982280489,106.68325027672938,684057.385186285,1189818.6156358821,1967.2315572904442
122,"160 STORE, hẻm TK 28, Cầu Kho, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh, 710400",10.758804178090845,106.688735773421,684657.385186285,1189818.6156358821,1670.3293088488228
123,"Đường Bến Vân Đồn, Khu phố 2, Phường 1, Quận 4, Thành phố Hồ Chí Minh, 710200",10.758774277040835,106.69422125399214,685257.385186285,1189818.6156358821,1558.8457268117927
124,"Đường số 45, Phường 6, Quận 4, Thành phố Hồ Chí Minh, 710200",10.758744279131827,106.69970671839047,685857.385186285,1189818.6156358821,1670.3293088488228
125,"105, 266/40, Phường 4, Quận 4, Thành phố Hồ Chí Minh, 710200",10.758714184365166,106.70519216656373,686457.385186285,1189818.6156358821,1967.2315572904442
