,Keys,Name,Lat,Lon,Addres,5,Is_italian,X,Y
1234,4f2be92de4b0aa4f6cb46f1c,súp cua Hạnh,10.81491819,106.6792947,Việt Nam,137,FALSE,683590.6996,1196019.91
1235,5cb46c2f4acb19002cdd975c,Ga Nuong Kim Chi,10.817695,106.68531,"169 Pham van dong, Thành phố Hồ Chí Minh",336,FALSE,684246.8117,1196330.69
1236,4dfcad39b0fb84d7ace0dc11,Ga Nuong Anh Tu,10.81531389,106.6889105,"449 Lê Quang Định, P.5, Q. Bình Thạnh, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",21,FALSE,684641.9986,1196069.482
1237,4f9cff16e4b0ad3856432ad8,Bánh Căn 2 Tòn,10.81761506,106.6891522,"570 Lê Quang Định GV, HCM",272,FALSE,684667.0195,1196324.169
1238,4e466691d4c065cb6b9e21ee,DAIKOKUYA 大黑屋,10.81705893,106.7008355,"20 le thanh ton str, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",234,FALSE,685944.992,1196269.749
1239,4e7c3949ae60c5356c0aa641,Quan 219,10.81557503,106.6977565,"219 (No Trang Long), Hochiminh, Binh Thanh",253,FALSE,685609.2047,1196103.734
1240,55155c02498e3f4d85862c58,Cháo gỏi vịt,10.816963,106.697845,"309 Nơ Trang Long, P.12, Q.Bình Thạnh, Hồ Chí Minh",324,FALSE,685618.0274,1196257.317
1241,4e7f28a0d22dc3a88de91085,Quan nhau Tu Rau,10.816251,106.713875,Việt Nam,341,FALSE,687371.4469,1196188.357
1242,512cba6ae4b0933b4f533d74,Cháo Vịt Gốc Nhà Lá,10.8164271,106.7198041,Thanh Đa,285,FALSE,688019.7299,1196211.484
1243,4da83eb043a12d0c264bea82,Cháo Vịt Thanh Đa - Quán Nhà Lá,10.81650875,106.7197014,"Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",300,FALSE,688008.4401,1196220.452
1244,4f34ab45e4b0cbcdf0081d19,Bún Bò Huế Hoa - Lộc,10.81398927,106.7217737,Việt Nam,113,FALSE,688236.6318,1195943.035
1245,4e7de9fd7ee6ec38251ce64d,Quán Nhậu Ánh Minh,10.81508724,106.7212438,"015 Lô H Cư Xá Thanh Đa - P. 22 - Bình Thạnh, HCM",80,FALSE,688178.0076,1196064.161
1246,4d7b60d15a396dcbaae35dfb,Cháo vịt Thanh Đa - Thu Nga,10.81627761,106.7195911,"khu thanh đa (Bach Dang, Q Binh Thanh), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",296,FALSE,687996.5217,1196194.816
1247,57541391498ef99e40e850ea,Mr. Singh Indian Restaurant,10.813892,106.726555,"152 Nguyễn Văn Hưởng, Thảo Điền, Quận 2, Hồ Chí Minh, Thành phố Hồ Chí Minh",154,FALSE,688759.5705,1195935.229
1248,4deb26bad164ef597cff2bb5,Banian Tree,10.815255,106.727279,"River Garden, 170 Nguyen Van Huong Street Dist 2, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",38,FALSE,688837.8928,1196086.446
1249,5208df4411d2c865edb63613,Banh Canh Phan Rang,10.81783152,106.6752355,"Phan Đăng Lưu (Đối Diện Trường Cao Bá Quát), Ho Chi Minh, Binh Thanh",235,FALSE,683145.0391,1196339.725
1250,4e8dca53e5fa18aa8d400878,Lau De Duong Ky,10.82085701,106.6777746,Việt Nam,282,FALSE,683420.8638,1196675.911
1251,4f364e50e4b08533d10cdfe9,Món Ngon Qui Nhơn,10.8194503,106.6829279,"194 Nguyen Thai Son (Pham Ngu Lao), Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",233,FALSE,683985.2419,1196523.413
1252,4ff83856e4b0f0830552d9bb,"Quán Ăn Tân Huê Viên (Phạm Ngũ Lão, Gò Vấp)",10.82087656,106.6831985,"249 Phạm Ngũ Lão, P. 4, Gò Vấp, Hồ Chí Minh",278,FALSE,684013.9648,1196681.34
1253,509dfc85e4b057cac3aea4ef,Lotteria Trường Công Nghiệp,10.821887,106.688546,Việt Nam,328,FALSE,684598.1178,1196796.34
1254,4c5501b6479fc928213d1494,Vườn Cau Restaurant,10.82180836,106.6940941,"360 Phan Van Tri, Binh Thanh, Thành phố Hồ Chí Minh",308,FALSE,685204.8722,1196791.004
1255,5964d0e750a6f031641ff164,Paderborner,10.81954,106.691385,"Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",59,FALSE,684910.0113,1196538.448
1256,573471e8498efdef202dbdbb,saigon NEW,10.82036,106.692642,"327-329 PHAM VAN DONG, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",105,FALSE,685046.9666,1196629.914
1257,57b47b6d498ef68839673e4f,Thuỷ Mộc,10.8194,106.69,"315 (Phạm Văn Đồng), Hồ Chí Minh, Gò Vấp",205,FALSE,684758.6414,1196522.123
1258,4e7f15c529c27df3fc37f87e,Nhà Hàng Aqua,10.81916442,106.6997702,Việt Nam,337,FALSE,685827.1998,1196501.999
1259,56cb99e4498ef8deeeb76762,Bún bò Huế,10.820146,106.704064,"01 Nguyễn Xí, P.13, Q.BT",144,FALSE,686296.1448,1196613.195
1260,4e9ac7d1dab4d1d4ac368306,Nhà Hàng Đại Nam Hưng,10.81939112,106.7009852,Việt Nam,202,FALSE,685959.9264,1196527.815
1261,55115205498ed55bcd406697,Quán nướng Trúc Ly,10.821584,106.703396,"311 Nguyễn Xí, P.13, Q. Bình Thạnh, Hồ Chí Minh",209,FALSE,686222.2078,1196771.851
1262,4f7850aae4b094893744917f,Pho 24,10.81956537,106.7147168,Việt Nam,105,FALSE,687461.4455,1196555.494
1263,517296f8e4b0bb0561e08758,Quán ốc Như Ý,10.81875988,106.7168211,"Lô 6 Cư xá Thanh Đa, Hồ Chí Minh City",285,FALSE,687692.0622,1196467.689
1264,524ab76211d2557bd6069695,SumoBBQ Quang Trung,10.82724563,106.6778322,"50 Quang Trung St., Go Vap Dist., Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",293,FALSE,683423.2727,1197382.613
1265,4fcb482de4b0e6dca7c05513,Oc Chanh,10.82383751,106.6774062,"55/5 Nguyen Van Cong, P.3, Q.Go Vap, TP.Ho Chi Minh",118,FALSE,683378.7551,1197005.373
1266,4dc9e26c7d8bc0c0b871c39e,Hủ Tiếu Nam Vang Nhất Quán,10.82593268,106.683947,"137 Nguyễn Văn Nghi, P. 7, Q. Gò Vấp, Hồ Chí Minh, Thành phố Hồ Chí Minh",152,FALSE,684092.7306,1197241.068
1267,4e3e7e05b0fb875af86fec5d,Bánh Xèo A Phủ,10.82546963,106.684327,"Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",124,FALSE,684134.5692,1197190.078
1268,5688da16498ecf4aad89afea,Gogi House - Emart Go Vap,10.82302248,106.6933671,"366 Phan Van Tri, Go Vap, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",215,FALSE,685124.6202,1196924.862
1269,5688ad32498e71639b801419,Buzza Pizza @ E-mart Go Vap,10.82328823,106.692987,"366 Phan Van Tri, Go Vap, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",223,TRUE,685082.899,1196954.028
1270,54959701498e2fe76c0fdc4e,123 Zo,10.82264553,106.7000063,"380 Phạm Văn Đồng, Bình Thạnh, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh",207,FALSE,685850.8718,1196887.205
